2021-07-01 11:48:12.0830 Info - SupportBank.Program: Parsing CSV
2021-07-01 11:48:12.1107 Debug - SupportBank.Transaction: Creating Transaction with values - Date: 01/01/2014, From: Jon A, To: Sarah T, Narrative: Pokemon Training, Amount: 7.8
2021-07-01 12:06:04.7183 Debug - SupportBank.Program: Transaction from Ben B to Gergana I of amount 9.25 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Chris W to Sam N of amount 1.9 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Ben B to Stephen S of amount 5.02 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Laura B to Stephen S of amount 7.45 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Gergana I to Stephen S of amount 8.57 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Laura B to Tim L of amount 0.57 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Ben B to Chris W of amount 1.66 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Sam N to Gergana I of amount 9.41 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Jon A to Tim L of amount 8.13 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Dan W to Todd of amount 1.8 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Todd to Dan W of amount 3.93 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Laura B to Jon A of amount 3.11 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Gergana I to Rob S of amount 1.28 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Jon A to Ben B of amount 3.71 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Jon A to Laura B of amount 5.61 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Sarah T to Dan W of amount 11.6 processed
2021-07-01 12:06:04.7293 Debug - SupportBank.Program: Transaction from Ben B to Tim L of amount 3.43 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Jon A to Dan W of amount 9.26 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Ben B to Todd of amount 11.28 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Sarah T to Tim L of amount 7.44 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Ben B to Gergana I of amount 3.98 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Ben B to Gergana I of amount 11.65 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Gergana I to Rob S of amount 5.47 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Dan W to Sam N of amount 8 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Dan W to Sam N of amount 0.55 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Jon A to Dan W of amount 2.37 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Laura B to Todd of amount 8.42 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Gergana I to Dan W of amount 5.04 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Dan W to Ben B of amount 5.87 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Chris W to Gergana I of amount 8.9 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Sarah T to Tim L of amount 4.67 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Chris W to Rob S of amount 6.15 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Rob S to Ben B of amount 3 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Sam N to Laura B of amount 7.76 processed
2021-07-01 12:06:04.7459 Debug - SupportBank.Program: Transaction from Jon A to Ben B of amount 0.73 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Sam N to Dan W of amount 0.8 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Sam N to Chris W of amount 6.44 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Laura B to Jon A of amount 2.61 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Chris W to Todd of amount 1.42 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Todd to Sarah T of amount 2.24 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Chris W to Rob S of amount 5.76 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Tim L to Dan W of amount 8.76 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Jon A to Sam N of amount 11.04 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Gergana I to Rob S of amount 5.64 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Jon A to Chris W of amount 2.26 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Dan W to Tim L of amount 4.5 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Gergana I to Laura B of amount 4.26 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Todd to Tim L of amount 7.17 processed
2021-07-01 12:06:04.7618 Debug - SupportBank.Program: Transaction from Chris W to Ben B of amount 11.17 processed
2021-07-01 12:06:04.7764 Debug - SupportBank.Program: Transaction from Rob S to Gergana I of amount 1.07 processed
2021-07-01 12:06:04.7764 Debug - SupportBank.Program: Transaction from Gergana I to Laura B of amount 6.86 processed
2021-07-01 12:06:04.7764 Debug - SupportBank.Program: Transaction from Dan W to Jon A of amount 3.66 processed
2021-07-01 12:06:04.7764 Debug - SupportBank.Program: Transaction from Todd to Rob S of amount 1.86 processed
2021-07-01 12:06:04.7764 Debug - SupportBank.Program: Transaction from Ben B to Laura B of amount 1.44 processed
2021-07-01 12:06:04.7764 Debug - SupportBank.Program: Transaction from Ben B to Sam N of amount 5.26 processed
2021-07-01 12:06:11.4878 Debug - SupportBank.Program: User Input: 'fjkd'
2021-07-01 12:06:11.4878 Debug - SupportBank.Program: User entered an invalid Option - programme closed.
